GHO (CODE),GHO (DISPLAY),GHO (URL),YEAR (DISPLAY),STARTYEAR,ENDYEAR,REGION (CODE),REGION (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),DIMENSION (TYPE),DIMENSION (CODE),DIMENSION (NAME),Numeric,Value,Low,High
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,1995,1995,1995,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_MLE,Male,30.450055,30.5 [22.8-38.3],22.841752,38.313049
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,2001,2001,2001,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_MLE,Male,25.816539,25.8 [18.0-34.2],17.989926,34.164071
NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-overweight-prevalence,2019,2019,2019,SEAR,South-East Asia,NPL,Nepal,HOUSEHOLDWEALTH,HOUSEHOLDWEALTH_WEALTH_TOP80,Wealth - Top 80%,2.6,2.6 [1.9-3.5],1.9,3.5
NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-overweight-prevalence,2019,2019,2019,SEAR,South-East Asia,NPL,Nepal,AGEGROUP,AGEGROUP_MONTHS54-59,54 to 59 months,2.4,2.4 [1.4-4.1],1.4,4.1
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2014,2014,2014,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_MLE,Male,36.1,36.1 [29.2-43.7],29.2,43.7
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-wasted-br-%28-weight-for-height--2-sd%29,2010,2010,2010,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_MLE,Male,14.1,14.1,,
NUTRITION_ANT_HAZ_NE2,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-stunted-%28-height-for-age--2-sd%29,1998,1998,1998,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_FMLE,Female,67.4,67.4 [64.2-70.3],64.2,70.3
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-children-and-adolescents-bmi-1-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2009,2009,2009,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_MLE,Male,5.8103263,5.8 [3.7-8.6],3.6888003,8.6247511
NUT_BF_EVBF,Ever breastfed,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ever-breastfed,2014,2014,2014,SEAR,South-East Asia,NPL,Nepal,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,Urban,97.4,97.4 [94.8-98.7],94.8,98.7
NUT_CF_MAD,Minimum Acceptable Diet 6-23 months,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/minimum-acceptable-diet-6-23-months,2014,2014,2014,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_MLE,Male,31.5,31.5 [27.2-36.1],27.2,36.1
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2011,2011,2011,SEAR,South-East Asia,NPL,Nepal,AGEGROUP,AGEGROUP_MONTHS18-23,18 to 23 months,36.7,36.7 [29.2-44.9],29.2,44.9
NUTRITION_ANT_HAZ_NE2,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-stunted-%28-height-for-age--2-sd%29,1995,1995,1995,SEAR,South-East Asia,NPL,Nepal,WEALTHTERCILE,WEALTHTERCILE_TOTL,Total,68.2,68.2,,
NUT_CF_MDD,Minimum dietary diversity 6-23 months,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/minimum-dietary-diversity-6-23-months,2014,2014,2014,SEAR,South-East Asia,NPL,Nepal,EDUCATIONLEVEL,EDUCATIONLEVEL_TOTL,Total,35.6,35.6 [32.0-39.4],32.0,39.4
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-children-and-adolescents-bmi-1-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2014,2014,2014,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_FMLE,Female,6.7934215,6.8 [5.3-8.5],5.3297408,8.4638372
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-adults-bmi--30-%28crude-estimate%29-%28-%29,1999,1999,1999,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_MLE,Male,0.92931343,0.9 [0.6-1.4],0.58673951,1.3996969
NUT_BF_CBF,Continued breastfeeding 12-23 months,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/continued-breastfeeding-12-23-months,2011,2011,2011,SEAR,South-East Asia,NPL,Nepal,HOUSEHOLDWEALTH,HOUSEHOLDWEALTH_WEALTH_BOTTOM40,Wealth - Bottom 40%,96.4,96.4 [93.9-97.8],93.9,97.8
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28crude-estimate%29-%28-%29,2008,2008,2008,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_BTSX,Both sexes,18.882574,18.9 [17.3-20.5],17.301989,20.540027
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2011,2011,2011,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_FMLE,Female,29.9,29.9 [20.6-41.2],20.6,41.2
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-wasted-br-%28-weight-for-height--2-sd%29,2010,2010,2010,SEAR,South-East Asia,NPL,Nepal,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,Rural,14.2,14.2,,
NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-severe-wasting-br-%28-weight-for-height--3-sd%29,2022,2022,2022,SEAR,South-East Asia,NPL,Nepal,AGEGROUP,AGEGROUP_YEARSALL,Total (All ages),0.8,0.8 [0.5-1.3],0.5,1.3
NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-severe-wasting-br-%28-weight-for-height--3-sd%29,2006,2006,2006,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_FMLE,Female,1.7,1.7 [1.2-2.5],1.2,2.5
NUT_CF_ISSSF,"Introduction of solid, semi-solid or soft foods 6-8 months",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/introduction-of-solid--semi-solid-or-soft-foods-6-8-months,2011,2011,2011,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_FMLE,Female,64.5,64.5 [54.1-73.6],54.1,73.6
NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-overweight-prevalence,2016,2016,2016,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_MLE,Male,1.2,1.2 [0.3-5.0],0.3,5.0
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-wasted-br-%28-weight-for-height--2-sd%29,1998,1998,1998,SEAR,South-East Asia,NPL,Nepal,EDUCATIONLEVEL,EDUCATIONLEVEL_TOTL,Total,7.8,7.8,,
NUT_BF_EBF2D,Exclusively breastfed for the first two days after birth,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/exclusively-breastfed-for-the-first-two-days-after-birth,2014,2014,2014,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_BTSX,Both sexes,81.3,81.3 [78.9-83.5],78.9,83.5
NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-overweight-prevalence,2022,2022,2022,SEAR,South-East Asia,NPL,Nepal,AGEGROUP,AGEGROUP_MONTHS12-23,12 to 23 months,0.6,0.6 [0.2-1.8],0.2,1.8
NUT_BF_EVBF,Ever breastfed,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ever-breastfed,2016,2016,2016,SEAR,South-East Asia,NPL,Nepal,WEALTHQUINTILE,WEALTHQUINTILE_WQ5,Q5 (Richest),98.8,98.8 [92.4-99.8],92.4,99.8
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-wasted-br-%28-weight-for-height--2-sd%29,2022,2022,2022,SEAR,South-East Asia,NPL,Nepal,AGEGROUP,AGEGROUP_MONTHS48-59,48 to 59 months,6.8,6.8 [4.8-9.4],4.8,9.4
NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-overweight-prevalence,2019,2019,2019,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_FMLE,Female,1.5,1.5 [0.6-3.6],0.6,3.6
NUT_CF_ZVF,"Zero vegetable or fruit consumption, 6-23 months",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/zero-vegetable-or-fruit-consumption--6-23-months,2011,2011,2011,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_MLE,Male,55.0,55.0 [49.4-60.5],49.4,60.5
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28age-standardized-estimate%29-%28-%29,2009,2009,2009,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_BTSX,Both sexes,18.152928,18.2 [16.7-19.7],16.67534,19.695967
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,1997,1997,1997,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_MLE,Male,27.968898,28.0 [19.4-37.1],19.409461,37.142396
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-wasted-br-%28-weight-for-height--2-sd%29,2011,2011,2011,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_MLE,Male,19.0,19.0 [13.4-26.3],13.4,26.3
NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-severe-wasting-br-%28-weight-for-height--3-sd%29,2001,2001,2001,SEAR,South-East Asia,NPL,Nepal,EDUCATIONLEVEL,EDUCATIONLEVEL_TOTL,Total,2.8,2.8 [2.3-3.5],2.3,3.5
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2016,2016,2016,SEAR,South-East Asia,NPL,Nepal,AGEGROUP,AGEGROUP_MONTHS30-35,30 to 35 months,30.3,30.3 [23.7-37.8],23.7,37.8
NUTRITION_ANT_HAZ_NE2,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-stunted-%28-height-for-age--2-sd%29,2022,2022,2022,SEAR,South-East Asia,NPL,Nepal,HOUSEHOLDWEALTH,HOUSEHOLDWEALTH_TOTL,Total,24.8,24.8 [22.7-27.0],22.7,27.0
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-children-and-adolescents-bmi-1-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2015,2015,2015,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_FMLE,Female,7.3765635,7.4 [5.2-10.2],5.1732022,10.244174
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,2012,2012,2012,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_MLE,Male,18.834573,18.8 [13.8-24.6],13.778239,24.616377
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-wasted-br-%28-weight-for-height--2-sd%29,2016,2016,2016,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_FMLE,Female,9.8,9.8 [8.0-12.0],8.0,12.0
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-wasted-br-%28-weight-for-height--2-sd%29,2022,2022,2022,SEAR,South-East Asia,NPL,Nepal,EDUCATIONLEVEL,EDUCATIONLEVEL_EDUC_SECONDARY,Secondary education,6.0,6.0 [4.6-7.8],4.6,7.8
NUTRITION_ANT_HAZ_NE2,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-stunted-%28-height-for-age--2-sd%29,2006,2006,2006,SEAR,South-East Asia,NPL,Nepal,WEALTHQUINTILE,WEALTHQUINTILE_WQ1,Q1 (Poorest),61.4,61.4 [57.6-65.1],57.6,65.1
NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-severe-wasting-br-%28-weight-for-height--3-sd%29,2001,2001,2001,SEAR,South-East Asia,NPL,Nepal,AGEGROUP,AGEGROUP_MONTHS30-35,30 to 35 months,0.9,0.9 [0.3-3.1],0.3,3.1
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2006,2006,2006,SEAR,South-East Asia,NPL,Nepal,AGEGROUP,AGEGROUP_MONTHS30-35,30 to 35 months,41.0,41.0 [35.2-47.1],35.2,47.1
NUT_BF_EIBF,"Early Initiation of Breastfeeding, Children born in the last 24 months",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/early-initiation-of-breastfeeding--children-born-in-the-last-24-months,2016,2016,2016,SEAR,South-East Asia,NPL,Nepal,WEALTHQUINTILE,WEALTHQUINTILE_WQ5,Q5 (Richest),50.7,50.7 [43.4-57.9],43.4,57.9
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-women-of-reproductive-age-%28-%29,2000,2000,2000,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_FMLE,Female,32.2,32.2 [21.5-46.2],21.5,46.2
NUT_BF_EBF2D,Exclusively breastfed for the first two days after birth,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/exclusively-breastfed-for-the-first-two-days-after-birth,2014,2014,2014,SEAR,South-East Asia,NPL,Nepal,HOUSEHOLDWEALTH,HOUSEHOLDWEALTH_WEALTH_TOP80,Wealth - Top 80%,79.1,79.1 [76.2-81.7],76.2,81.7
NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-overweight-prevalence,2006,2006,2006,SEAR,South-East Asia,NPL,Nepal,AGEGROUP,AGEGROUP_MONTHS24-59,24 to 59 months,0.4,0.4 [0.2-0.9],0.2,0.9
NUT_CF_ZVF,"Zero vegetable or fruit consumption, 6-23 months",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/zero-vegetable-or-fruit-consumption--6-23-months,2006,2006,2006,SEAR,South-East Asia,NPL,Nepal,AGEGROUP,AGEGROUP_MONTHS6-11,6 to 11 months,64.4,64.4 [59.4-69.1],59.4,69.1
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-adults-bmi--30-%28crude-estimate%29-%28-%29,2007,2007,2007,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_FMLE,Female,2.3406999,2.3 [2.0-2.7],2.0039706,2.7121937
NUT_CF_EFF,Egg and/or Flesh Food Consumption 6-23 months,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/egg-and-or-flesh-food-consumption-6-23-months,2006,2006,2006,SEAR,South-East Asia,NPL,Nepal,WEALTHQUINTILE,WEALTHQUINTILE_WQ4,Q4,20.4,20.4 [15.2-26.9],15.2,26.9
NUTSTUNTINGPREV,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), model-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-stunting-prevalence,2014,2014,2014,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_BTSX,Both sexes,37.0,37.0 [35.8-38.3],35.8,38.3
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28crude-estimate%29-%28-%29,2006,2006,2006,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_BTSX,Both sexes,20.263532,20.3 [18.5-22.1],18.496886,22.128543
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2001,2001,2001,SEAR,South-East Asia,NPL,Nepal,AGEGROUP,AGEGROUP_MONTHS36-41,36 to 41 months,45.5,45.5 [41.0-50.1],41.0,50.1
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28age-standardized-estimate%29-%28-%29,1994,1994,1994,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_MLE,Male,25.374904,25.4 [19.6-31.5],19.600734,31.532228
NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-severe-wasting-br-%28-weight-for-height--3-sd%29,2022,2022,2022,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_FMLE,Female,0.0,0.0 [0.0-0.0],0.0,0.0
NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-severe-wasting-br-%28-weight-for-height--3-sd%29,2006,2006,2006,SEAR,South-East Asia,NPL,Nepal,EDUCATIONLEVEL,EDUCATIONLEVEL_PRLM,Primary,1.6,1.6 [0.9-2.9],0.9,2.9
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2016,2016,2016,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_MLE,Male,26.2,26.2 [21.6-31.4],21.6,31.4
NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-overweight-prevalence,2014,2014,2014,SEAR,South-East Asia,NPL,Nepal,HOUSEHOLDWEALTH,HOUSEHOLDWEALTH_WEALTH_MIDDLE60,Wealth - Middle 60%,2.0,2.0 [1.2-3.2],1.2,3.2
NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-overweight-prevalence,2019,2019,2019,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_FMLE,Female,3.4,3.4 [1.7-6.9],1.7,6.9
NUT_BF_EVBF,Ever breastfed,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ever-breastfed,2011,2011,2011,SEAR,South-East Asia,NPL,Nepal,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,Total,98.2,98.2 [97.0-98.9],97.0,98.9
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-wasted-br-%28-weight-for-height--2-sd%29,2006,2006,2006,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_FMLE,Female,8.2,8.2 [5.1-13.0],5.1,13.0
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-adults-bmi--25-%28age-standardized-estimate%29-%28-%29,1990,1990,1990,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_BTSX,Both sexes,6.0703781,6.1 [4.4-8.1],4.370204,8.1453465
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28age-standardized-estimate%29-%28-%29,2001,2001,2001,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_MLE,Male,20.685931,20.7 [16.8-24.9],16.78142,24.911706
NUTRITION_ANT_HAZ_NE2,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-stunted-%28-height-for-age--2-sd%29,1998,1998,1998,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_MLE,Male,37.7,37.7 [34.1-41.4],34.1,41.4
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-wasted-br-%28-weight-for-height--2-sd%29,2006,2006,2006,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_FMLE,Female,7.8,7.8 [4.6-13.1],4.6,13.1
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2011,2011,2011,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_FMLE,Female,28.2,28.2 [25.2-31.4],25.2,31.4
NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-severe-wasting-br-%28-weight-for-height--3-sd%29,2016,2016,2016,SEAR,South-East Asia,NPL,Nepal,AGEGROUP,AGEGROUP_MONTHS54-59,54 to 59 months,0.7,0.7 [0.2-2.7],0.2,2.7
NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-overweight-prevalence,2001,2001,2001,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_FMLE,Female,0.7,0.7 [0.2-1.8],0.2,1.8
NUT_CF_MMF,Minimum Meal Frequency 6-23 months,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/minimum-meal-frequency-6-23-months,2016,2016,2016,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_BTSX,Both sexes,71.3,71.3 [68.5-74.0],68.5,74.0
NUTRITION_ANT_HAZ_NE2,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-stunted-%28-height-for-age--2-sd%29,2006,2006,2006,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_FMLE,Female,59.5,59.5 [56.2-62.8],56.2,62.8
NUT_CF_ISSSF,"Introduction of solid, semi-solid or soft foods 6-8 months",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/introduction-of-solid--semi-solid-or-soft-foods-6-8-months,2011,2011,2011,SEAR,South-East Asia,NPL,Nepal,HOUSEHOLDWEALTH,HOUSEHOLDWEALTH_WEALTH_TOP60,Wealth - Top 60%,65.0,65.0 [53.9-74.6],53.9,74.6
